# Number of enemy AI
enemy_on_screen:3
total_enemies:3
# Wall patterns - 0,1,2,3,4
wall_map:
16
20
33
33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
